call_id,timestamp_utc,phase,provider,requested_model,served_model,related_id,attempt,latency_seconds,http_status,input_tokens,output_tokens,total_tokens,retry_reason,success,key_slot
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r01:1,2026-09-09T01:57:07.565924+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r01,1,1.74,200,536,84,620,,True,primary
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r02:1,2026-09-09T01:57:09.752671+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r02,1,2.178,200,536,112,648,,True,primary
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r03:1,2026-09-09T01:57:11.347672+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r03,1,1.581,200,536,79,615,,True,primary
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r01:1,2026-09-09T01:57:13.601729+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r01,1,2.238,200,614,106,720,,True,primary
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r02:1,2026-09-09T01:57:15.699018+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r02,1,2.089,200,614,106,720,,True,primary
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r03:1,2026-09-09T01:57:17.901757+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r03,1,2.195,200,614,114,728,,True,primary
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r01:1,2026-09-09T01:57:20.026511+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r01,1,2.107,200,649,89,738,,True,primary
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r02:1,2026-09-09T01:57:22.302678+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r02,1,2.269,200,649,108,757,,True,primary
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r03:1,2026-09-09T01:57:24.385933+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r03,1,2.075,200,649,96,745,,True,primary
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r01:1,2026-09-09T01:57:26.255534+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r01,1,1.858,200,359,86,445,,True,primary
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r02:1,2026-09-09T01:57:28.582682+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r02,1,2.316,200,359,116,475,,True,primary
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r03:1,2026-09-09T01:57:30.952865+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r03,1,2.362,200,359,98,457,,True,primary
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r01:1,2026-09-09T01:57:33.855731+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r01,1,2.891,200,525,117,642,,True,primary
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r02:1,2026-09-09T01:57:35.923546+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r02,1,2.059,200,525,103,628,,True,primary
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r03:1,2026-09-09T01:57:39.003386+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r03,1,3.07,200,525,94,619,,True,primary
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE__r01:1,2026-09-09T01:57:41.558341+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE__r01,1,2.538,200,586,137,723,,True,primary
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE__r02:1,2026-09-09T01:57:43.838695+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE__r02,1,2.271,200,586,110,696,,True,primary
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE__r03:1,2026-09-09T01:57:46.055880+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE__r03,1,2.208,200,586,109,695,,True,primary
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r01:1,2026-09-09T01:57:48.565056+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r01,1,2.5,200,624,119,743,,True,primary
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r02:1,2026-09-09T01:57:51.123704+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r02,1,2.55,200,624,106,730,,True,primary
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r03:1,2026-09-09T01:57:53.547439+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r03,1,2.413,200,624,111,735,,True,primary
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r01:1,2026-09-09T01:57:55.939557+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r01,1,2.377,200,388,98,486,,True,primary
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r02:1,2026-09-09T01:57:58.099508+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r02,1,2.151,200,388,106,494,,True,primary
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r03:1,2026-09-09T01:58:00.364166+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r03,1,2.253,200,388,99,487,,True,primary
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r01:1,2026-09-09T01:58:03.035488+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r01,1,2.66,200,515,111,626,,True,primary
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r02:1,2026-09-09T01:58:05.767235+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r02,1,2.716,200,515,111,626,,True,primary
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r03:1,2026-09-09T01:58:08.221376+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r03,1,2.444,200,515,111,626,,True,primary
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE__r01:1,2026-09-09T01:58:10.454455+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE__r01,1,2.222,200,576,116,692,,True,primary
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE__r02:1,2026-09-09T01:58:12.699042+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE__r02,1,2.235,200,576,115,691,,True,primary
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE__r03:1,2026-09-09T01:58:15.603616+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE__r03,1,2.896,200,576,117,693,,True,primary
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r01:1,2026-09-09T01:58:17.854402+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r01,1,2.239,200,614,96,710,,True,primary
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r02:1,2026-09-09T01:58:19.915420+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r02,1,2.051,200,614,98,712,,True,primary
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r03:1,2026-09-09T01:58:21.816412+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r03,1,1.891,200,614,110,724,,True,primary
alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r01:1,2026-09-09T01:58:24.741358+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r01,1,2.914,200,353,87,440,,True,primary
alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r02:1,2026-09-09T01:58:27.681520+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r02,1,2.932,200,353,107,460,,True,primary
alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r03:1,2026-09-09T01:58:30.858491+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r03,1,3.167,200,353,108,461,,True,primary
alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r01:1,2026-09-09T01:58:33.212571+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r01,1,2.344,200,480,93,573,,True,primary
alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r02:1,2026-09-09T01:58:36.139222+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r02,1,2.916,200,480,111,591,,True,primary
alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r03:1,2026-09-09T01:58:38.386404+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r03,1,2.237,200,480,83,563,,True,primary
alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r01:1,2026-09-09T01:58:41.104743+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r01,1,2.707,200,541,114,655,,True,primary
alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r02:1,2026-09-09T01:58:43.051570+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r02,1,1.935,200,541,96,637,,True,primary
alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r03:1,2026-09-09T01:58:45.295525+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r03,1,2.235,200,541,99,640,,True,primary
alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r01:1,2026-09-09T01:58:46.721272+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r01,1,1.416,200,581,65,646,,True,primary
alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r02:1,2026-09-09T01:58:48.276386+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r02,1,1.546,200,581,65,646,,True,primary
alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r03:1,2026-09-09T01:58:49.987307+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r03,1,1.702,200,581,65,646,,True,primary
alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r01:1,2026-09-09T01:58:52.315495+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r01,1,2.317,200,381,117,498,,True,primary
alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r02:1,2026-09-09T01:58:54.378044+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r02,1,2.053,200,381,100,481,,True,primary
alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r03:1,2026-09-09T01:58:57.575384+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r03,1,3.187,200,381,125,506,,True,primary
alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r01:1,2026-09-09T01:59:00.830738+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r01,1,3.243,200,508,119,627,,True,primary
alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r02:1,2026-09-09T01:59:03.383137+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r02,1,2.534,200,508,110,618,,True,primary
alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r03:1,2026-09-09T01:59:07.108941+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r03,1,3.716,200,508,115,623,,True,primary
alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r01:1,2026-09-09T01:59:09.678364+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r01,1,2.553,200,569,104,673,,True,primary
alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r02:1,2026-09-09T01:59:12.022277+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r02,1,2.333,200,569,110,679,,True,primary
alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r03:1,2026-09-09T01:59:14.685144+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r03,1,2.654,200,569,126,695,,True,primary
alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r01:1,2026-09-09T01:59:16.937925+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r01,1,2.234,200,609,79,688,,True,primary
alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r02:1,2026-09-09T01:59:18.779329+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r02,1,1.831,200,609,87,696,,True,primary
alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r03:1,2026-09-09T01:59:21.521467+00:00,verifier,dashscope,qwen-max,qwen-max,alternate_path_containment_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r03,1,2.731,200,609,75,684,,True,primary
